nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-10 20:43","태화장 용산구 서계동","서울로 시설관리업무 직원격려 간담회","총괄기획팀장외 8",카드,241000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-10 12:04","닭진미 중구 남대문시장길","서울로 프로그램운영 직원격려 간담회","운영단장외 5",카드,48000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-09 12:54","참복집 중구 세종대로14길","서울로 여름축제 운영관련 직원격려 간담회","운영단장외 2",카드,53000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-09 12:07","굴사랑 중구 퇴계로","서울로 현안업무 추진 직원격려 간담회","총괄기획팀장외 10",카드,282000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-09 10:05","ＧＳ２５대우재단빌딩 중구 퇴계로","서울로 운영 활성화 직원 간담회","운영단직원 20",카드,28000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-06 13:55","굴사랑 중구 퇴계로","서울로 여름축제 준비관련 검토 간담회","사업운영팀장외 14",카드,450000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-06 12:20","카니발피자 중구 한강대로","서울로 시민참여 프로그램 운영관련 직원격려 간담회","운영반장외 5",카드,119200
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-05 12:38","피셔앤스키친 중구 통일로","서울로 현안업무협의 관련 검토 간담회","총괄기획팀장외 10",카드,253800
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-05 21:18","문어세상 중구 세종대로","서울로 하절기 운영대책 관련 검토 간담회","운영반장외 5",카드,146000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-04 20:05","고쓰부 중구 퇴계로","서울로 총괄기획팀 직원격려 간담회","총괄기획팀장외 2",카드,30500
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-03 12:18","한강쌀롱 중구 만리재로","서울로 총괄기획팀 직원격려 간담회","운영단장외 5",카드,65000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-03 11:47","남원골양푼이대구탕 중구 남대문로1길","서울로 현안업무협의 관련 검토 간담회","운영반장외 1",카드,20000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-02 12:19","참복집 중구 세종대로","서울로 운영 대외협력 관련 검토 간담회","운영단장외 2",카드,81000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-02 20:23","서울리스타 중구 퇴계로","서울로 프로그램 활성화 관련 직원격려 간담회","운영반장외 3",카드,109000
15765719,"2018년 7월 서울시본청_푸른도시국_서울로운영단 업무추진비 내역",http://opengov.seoul.go.kr/public/15765719,서울시본청,푸른도시국,,,,2018,7,,,,"푸른도시국 서울로운영단","2018-07-02 12:05","한육감 서울로테라스 중구 퇴계로","서울로 하절기 운영대책 관련 검토 간담회","운영반장외 2",카드,36000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-31 20:40","하남돼지집（시청역점) (중구 세종대로 66)","시금고 실무협의체 4차 준비 간담회","재무국장외 11명",카드,339000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-31 12:04","호아빈 (중구 서소문로 139)","계약심의위원회 향후 추진계획 관계자 간담회","재무과장 외 4명",카드,60000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-30 12:43","서라벌 (중구 서소문로)","잠실운동장부지 지분확보를 위한 소송 추진 간담회",재무국장외6명,카드,105000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-30 12:17","돌담집 (중구 세종대로 72-1)","계약 민원사항 해결을 위한 관계자 간담회","재무과장 외 3명",카드,55000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-27 21:47","돌담집 (중구 세종대로 72-1)","시금고 실무협의체 3차 회의 준비 간담회","재무행정팀장 외 5명",카드,151000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-27 15:12","서울시청매점 (서울 중구 서소문동)","과세전적부심사위원회 운영 직원 격려","재무국 직원",카드,39000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-27 13:06","더플레이스　광화문Ｓ (중구 세종대로 136)","재무국 주요사업 추진중인 직원 격려","재무행정팀장 외 3명",카드,49700
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-26 21:25","배재반점 (중구 서소문로 103)","시금고 실무협의체 2차 회의 후속조치 논의 간담회","재무과장 외 6명",카드,164000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-26 14:30","서울시청매점 (서울 중구 서소문동)","기관 방문 손님 및 민원인 접대용 물품 구입비용 지급",재무국장,카드,326240
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-26 14:24","서울시청매점 (서울 중구 서소문동)","부서 방문 손님 및 민원인 접대용 물품 구입비용 지급","부서 방문 손님 및 민원인",카드,439500
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-26 11:46","롯데쇼핑주식회사 (중구 소공동)","2018년 정기 재물조사 추진 간담회","결산물품팀장 외 3명",카드,41000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-25 20:49","크리스탈제이드핫팟레 (중구 남대문로 7길)","2018년 세출분야 시금고 검사 진행사항 보고 간담회","재무과장 외 3명",카드,73000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-25 19:58","하남돼지집（시청역점) (중구 세종대로 66)","공유재산심의회 관련 시유재산 현장방문 및 간담회","재무국장 외 7명",카드,173000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-25 12:46","제일회관 (중구 남대문로1길)","신규 징수기법 도입 추진 간담회","재무국장 외 5명",카드,96000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-25 12:17","잼배옥 (중구 세종대로9길)","재무회계규칙 등 개정건의 사항 논의 간담회","재무행정팀장 외 4명",카드,53000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-24 20:50","주식회사　동원브이아 (중구 세종대로 22길)","납세자 맞춤형 알림톡 서비스 추진 간담회","재무국장 외 6명",카드,179000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-24 12:59","구마 (종로구 새문안로)","계약심의위원회 위원 신규 및 재위촉 추진 간담회","계약총괄팀장 외 4명",카드,80000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-23 21:37","삼우정 (중구 서소문로134-12)","시금고 실무협의체 2차 회의 준비 간담회","재무과장 외 8명",카드,139000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-23 12:32","다락 (중구 덕수궁길)","학습동아리(계모임) 회의 진행에 필요한 음료 구입","동아리회원 등 3명",카드,8000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-23 12:18","양미옥 (중구 남대문로 27-2)","계약심의위원회 후속조치 논의 간담회","재무국장 외 4명",카드,52000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-20 12:21","돌담집 (중구 세종대로 72-1)","시금고 인수인계 진행사항 보고 간담회","재무행정팀장 외 2명",카드,35000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-19 15:45","다락 (중구 덕수궁길)","계약심의위원회 심의회의에 필요한 물품 구입","계약심의회 위원 등 14명",카드,49000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-18 12:18","창고４３시청점 (중구 서소문로)","서울형품셈 개발 및 보완 간담회","재무국장 외 6명",카드,92000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-17 20:43","양미옥 (중구 남대문로 27-2)","2018년 세출분야 시금고 검사 추진 간담회","재무과장 외 7명",카드,134000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-17 12:46","창고４３시청점 (중구 서소문로)","시금고 실무협의체 구성 간담회","지출팀장 외 7명",카드,80000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-16 21:23","배재반점 (중구 서소문로 103)","2017회계연도 결산 관련 통계자료 작성 간담회","재무과장 외 4명",카드,80000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-16 19:09","복성각 (중구 덕수궁길 7)","2018년 상반기 지방세심의위원회 결산 간담회","재무국장 외 15명",카드,400000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-16 12:34","구이구이 (중구 을지로 6)","시유재산 집단화 사업 추진현황 보고 간담회","자산관리과장 외 6명",카드,121000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-16 12:00","스시트로／상진공영주 (중구 서소문로120)","2017회계 알기쉬운 재무정보 작성 간담회","재무행정팀장 외 2명",카드,30000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-13 20:49","주식회사　동원브이아 (중구 세종대로 22길)","2018년 상반기 계약심의위원회 결산 및 향후 추진계획 논의 간담회","재무국장 외 9명",카드,288000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-13 20:16","롯데쇼핑주식회사 (중구 소공동)","금고업무통합관리시스템 기능 개선 간담회","재무과장 외 3명",카드,67000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-13 12:25","다락 (중구 덕수궁길)","재무과 학습동아리 회의진행에 필요한 음료 구입","학습동아리 회원 3명",카드,8500
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-13 12:11","북촌손두부 (중구 남대문로 25-18)","2017회계연도 결산 승인 사후조치 논의 간담회","재무국장 외 5명",카드,72000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-12 20:45","마마스 (중구 무교로 16)","정기 재물조사 추진현황 보고 간담회","재무과장 외 3명",카드,95000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-12 12:41","참숯골 (중구 무교로 16)","지출서류 보완 및 반려율 감소 대책 마련 간담회","재무행정팀장 외 9명",카드,184000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-11 21:27","（주）현대본가 (용산구 이태원로4길)","시의회 임시회 재무국 소관 안건 논의 간담회","재무과장 외 6명",카드,186000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-10 20:12","스타킹크랩 (중구 남대문로1길 15)","시유재산 정밀 실태조사 추진현황 보고 간담회","재무국장 외 7명",카드,191000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-09 13:17","동호민물장어 (중구 세종대로 18길)","희망기업 구매 만족도 온라인 설문조사 추진현황 보고 간담회","재무과장 외 3명",카드,66000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-09 12:12","헬라스커피 (중구 서소문로 130)","유공납세자 지원대상 합리적 개선 추진 간담회","재무국장 외 6명",카드,26600
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-06 21:11","소소한　풍경 (종로구 쟈하문로)","금고업무통합관리시스템 기능개선 논의 간담회","재무과장 외 5명",카드,150000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-05 20:08","남산집 (중구 무교동)","유휴 미활용 시유재산 활용방안 논의 간담회","재무국장 외 7명",카드,227000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-05 19:48","돌담집 (중구 세종대로 72-1)","재무과 소관 조례 규칙 개정사항 논의 간담회","재무행정팀장 외 8명",카드,183000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-05 12:51","（주）바닷가작은부엌 (중구 덕수궁길 7)","민간공사 원가자문서비스 추진 간담회","재무국장 외 5명",카드,130000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-05 12:41","（주）태그린샤이바나 (중구 세종대로)","주요계약 민원사항 해결방안 논의 간담회","계약2팀장 외 8명",카드,160200
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-04 16:07","롯데쇼핑주식회사 (중구 소공동)","2분기 재무과 주요 추진사업 직원 격려","재무과 직원 48명",카드,126000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-04 11:46","롯데쇼핑주식회사 (중구 소공동)","주요계약 추진현황 검토 간담회","계약1팀장 외 5명",카드,61000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-03 20:58","주식회사　동원브이아 (중구 세종대로 22길)","2017회계연도 결산 승인 사후조치 논의 간담회","재무국장 외 4명",카드,121000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-03 12:49","동호민물장어 (중구 세종대로 18길)","정기재물조사 교육계획 수립 간담회","재무과장 외 3명",카드,66000
16356327,"2018년 7월 서울시본청_재무국_재무과 업무추진비 내역",http://opengov.seoul.go.kr/public/16356327,서울시본청,재무국,재무과,,,2018,7,,,,"재무국 재무과","2018-07-02 20:19","한우마당 (중구 북창동)","차기 시금고 선정 관련 인수인계 진행사항 보고 간담회","재무과장 외 9명",카드,236000
